x,y,z,r,g,b
38.5817,-4.2005,-38.3407,103,95,64
-47.4596,33.9090,-37.7436,68,80,85
1.2003,-16.6878,-37.2371,115,120,57
-38.9011,32.0115,-37.1687,183,175,159
-15.4389,-24.8256,-36.7279,154,134,102
-10.6291,32.7762,-38.0437,209,206,201
12.7252,45.6684,-38.4672,43,40,36
-12.5102,20.2007,-36.8248,124,144,149
0.0678,27.8074,-36.9488,160,175,191
-24.2844,-9.7254,-37.2248,130,114,69
-46.7551,31.2904,-38.1962,192,178,167
-10.1099,41.9693,-32.5869,73,32,30
26.4565,29.0076,-38.0569,68,88,48
9.0103,-32.4831,-36.4511,142,134,133
-2.6910,27.8177,-37.2057,81,95,98
9.8712,-13.5863,-37.4118,70,80,43
24.3057,26.5814,-37.3754,31,36,42
-13.7258,15.4674,-38.1941,167,147,135
-11.5782,20.1014,-33.5356,121,134,100
12.8370,-6.0633,-28.5219,68,50,46
1.0813,26.1585,-37.8199,239,221,197
52.3725,17.2413,-38.1998,13,20,13
21.8158,25.9696,-38.4390,29,26,27
-25.8092,63.5412,-38.5638,71,96,39
-15.8512,18.6333,-35.4575,205,202,193
-35.9009,8.9586,-37.8214,13,11,14
-19.6730,18.8631,-37.9888,188,192,189
-37.8585,-31.9763,-35.4799,50,55,16
-29.6337,-2.7315,-25.0629,194,109,72
-30.6961,35.7113,-31.8113,138,150,164
-20.1249,12.9855,-37.6523,80,83,92
2.6196,27.8115,-37.4969,99,101,106
-20.2829,12.6008,-37.8519,74,83,88
17.4311,32.7680,-37.7826,119,122,113
-7.2581,-5.7352,-26.0890,153,150,146
-16.4625,39.2539,-38.5469,71,68,58
-18.9549,5.8781,-37.3517,109,102,66
-22.9228,3.8904,-35.9869,69,85,46
5.8844,9.8619,-38.2321,25,24,25
-7.4225,-7.8568,-28.0172,84,51,44
0.8967,26.6008,-37.5647,83,79,83
-7.8676,-8.8258,-27.1901,58,36,31
-15.5969,18.6758,-37.5126,67,65,32
-7.8676,-8.8258,-27.1901,58,36,31
43.3223,5.8970,-35.7609,157,157,157
-25.7922,-7.9317,-28.2883,33,26,32
-9.4494,18.4782,-38.1813,201,198,186
-19.0850,1.7450,-37.4291,20,19,22
-18.2321,1.2620,-37.5833,206,201,195
27.1753,-21.4230,-36.6723,59,74,43
-18.9012,-0.6339,-36.9333,234,236,232
-22.1776,15.5922,-38.0292,83,87,96
-20.2364,-2.0979,-35.8990,39,45,43
-23.0699,-13.1573,-37.1271,188,188,188
42.5659,32.7099,-39.3120,48,62,77
-23.3770,-5.9116,-32.4108,21,23,28
-13.9806,-19.2137,-37.1202,196,188,177
39.7405,-2.9987,-38.2356,102,107,54
43.9009,3.1410,-38.2931,25,21,18
30.8482,-4.4190,-35.8169,121,126,126
-39.1154,-24.0185,-37.2041,206,199,189
-1.1745,-11.7771,-28.4377,215,220,224
-13.3696,-19.2554,-37.1284,197,189,177
-9.6932,-11.8221,-30.8095,134,151,164
-26.6161,3.6024,-28.2463,113,129,136
-34.7461,20.5583,-34.0397,61,76,39
-18.5345,-11.0481,-32.4160,106,127,52
-5.6954,-45.5883,-36.1625,47,61,34
35.1343,-9.7208,-38.2039,133,132,127
38.6552,-4.0044,-38.1407,198,186,172
-28.0946,-11.3206,-33.8316,32,35,38
49.4319,33.0270,-39.4867,46,41,34
14.2695,-10.8241,-35.7411,56,80,23
-13.3289,24.0959,-38.2081,147,158,158
13.9526,-10.3882,-36.3348,36,53,19
3.4143,-53.2596,-36.6489,63,78,35
-28.1588,18.3047,-37.0978,28,31,13
11.8288,-9.8797,-37.5259,199,207,210
-13.1650,33.0337,-38.1163,168,167,154
-24.3463,-10.2209,-37.2220,123,105,61
-12.5151,-21.5342,-37.0941,136,129,100
10.1743,-14.9048,-32.9641,36,46,21
-14.1768,-20.0498,-37.1066,189,187,170
4.7794,-24.3708,-36.0095,79,92,29
7.3896,-20.3089,-37.1099,150,135,74
8.0385,-12.2651,-37.4221,130,119,63
42.9601,15.2812,-37.0920,144,132,113
0.3959,-12.2819,-37.3881,218,214,209
-14.7293,-19.3851,-37.1227,193,190,173
-38.3924,32.1869,-38.0152,18,17,15
-2.8165,-12.5624,-37.3632,211,207,199
-14.3640,-20.0933,-37.1036,191,181,170
-32.1557,-26.6850,-34.2165,36,46,23
7.3364,-12.9100,-37.6381,116,123,55
-27.7887,40.7451,-37.1706,186,182,177
-6.1978,-13.1944,-37.3376,137,144,87
6.0668,-29.1096,-36.2354,166,166,164
-31.8693,-13.7237,-37.1784,139,130,76
-27.2626,-11.4976,-36.8851,218,224,227
-25.9734,-14.0731,-37.1116,151,143,131
31.2088,-4.1249,-33.4785,128,137,139
16.1955,-0.4957,-38.1147,90,101,111
25.8941,-14.0881,-38.4938,111,116,52
-47.2347,5.1005,-35.6399,19,18,14
3.7811,31.1167,-38.4244,105,142,167
-35.6440,-14.3142,-37.5735,109,100,71
1.5739,-11.3344,-27.7905,67,76,83
-7.5137,-6.3914,-26.2061,227,166,137
14.6949,-16.1273,-36.1422,20,26,0
-28.4420,42.2524,-35.9837,18,20,25
-6.0632,-15.4829,-37.0986,215,214,209
14.9014,-16.4427,-36.4604,23,34,15
11.3781,12.3557,-35.7700,63,63,71
14.6851,-16.3048,-36.6465,26,40,13
40.4967,41.9372,-39.6212,16,26,28
3.2250,-16.2558,-37.3524,123,121,58
30.6285,30.7142,-36.5036,224,234,236
-34.7275,-15.8540,-37.3979,146,139,128
-21.3238,-0.4452,-36.4609,28,38,35
1.2003,-16.6878,-37.2371,115,120,57
-31.4624,34.8284,-37.3684,249,249,247
12.1651,-1.1551,-25.5563,85,44,36
12.1720,-18.3555,-37.4368,126,123,52
10.8369,-18.5657,-37.4528,151,143,88
7.1451,-18.4028,-37.3179,114,114,51
-29.4858,42.0336,-34.6754,25,42,52
14.8871,19.4533,-38.6246,182,191,188
8.8600,-19.8243,-37.1705,149,139,81
-7.1754,-25.3244,-35.9388,79,97,35
18.4615,-21.3837,-36.2810,161,162,148
6.2732,-20.3179,-37.1783,195,181,145
32.4633,-3.8873,-38.0620,166,168,154
-3.1692,9.3374,-31.5015,8,13,8
6.1753,-20.5789,-37.0507,154,147,84
17.7541,34.3154,-35.5002,121,131,140
11.4294,11.0771,-35.8291,53,57,60
6.0878,-21.0196,-37.0771,86,94,34
16.3918,-16.6538,-36.2403,91,97,21
10.3071,-21.6684,-36.2770,184,185,150
-9.7174,-26.8799,-35.8994,207,201,198
10.3071,-21.6684,-36.2770,184,185,150
12.3619,-21.7887,-36.1936,135,127,82
-6.0003,-14.7224,-37.1416,125,130,75
8.3328,-22.1165,-36.1770,187,185,144
1.8728,-21.7776,-36.8368,130,133,62
1.1746,-37.1158,-36.4153,113,112,55
-24.9063,-48.2667,-36.0502,19,19,14
-2.6373,-22.2410,-36.9855,122,114,64
8.7316,-22.9614,-36.1550,137,139,109
-26.7788,-20.6056,-37.1345,159,152,150
-3.4524,-22.4200,-37.1362,121,126,60
27.1007,-12.2415,-37.8221,54,49,45
-3.6431,-22.6815,-36.9468,171,153,107
-17.5688,-23.2150,-36.7294,30,33,18
1.5618,13.0613,-38.2518,94,89,79
-1.8171,-23.9895,-36.0227,195,191,156
1.4703,29.3689,-36.5485,57,60,63
-8.1076,-23.7212,-36.8452,175,171,128
-24.7758,-8.3078,-26.3238,160,81,61
-19.7307,-23.6977,-37.0118,130,115,91
-7.1242,-21.0297,-37.0177,186,166,132
-2.7800,-24.5522,-36.0394,176,161,121
16.1689,-18.9697,-36.8663,100,114,55
2.4630,-24.8489,-36.1061,101,121,58
25.9760,-11.2079,-38.1636,171,165,158
4.9353,-25.1837,-35.6257,220,231,237
1.3541,24.1220,-38.3313,154,150,149
-11.4339,-24.6847,-36.6971,150,131,94
-10.5783,34.3995,-38.0742,239,238,239
-3.8777,-25.2091,-36.0036,117,121,66
6.0595,36.4164,-38.4198,199,196,187
3.1004,-25.3215,-36.1001,193,183,174
14.2609,32.5828,-37.7636,203,197,183
-15.7641,-24.8431,-36.8245,150,130,100
-9.0272,-22.1826,-36.8005,180,152,116
0.5959,-25.6361,-36.0669,197,196,190
-21.5522,13.7637,-38.0307,124,137,134
-16.8623,-25.8297,-36.7469,85,89,61
-28.3143,-12.4897,-37.1813,52,51,34
-13.7406,-26.9016,-35.7684,62,87,42
49.6633,35.4817,-39.0481,112,112,83
-4.8141,-27.8770,-35.9359,170,174,174
-13.1268,24.4220,-38.2566,174,174,165
-15.3975,-28.0534,-35.8801,193,189,186
9.6238,31.3923,-38.3536,195,194,186
-11.8226,-29.3727,-35.8606,160,164,167
-3.9220,-22.7004,-36.9935,177,163,120
-24.2629,-29.6787,-35.9641,138,122,104
-30.0828,-13.9596,-37.1089,74,78,44
7.9715,50.5405,-38.4555,15,14,15
11.9095,32.4829,-38.4801,213,209,201
-30.2528,35.7547,-32.4792,105,109,114
-29.1088,15.8236,-37.6291,177,168,153
-15.9784,48.3555,-38.2339,58,65,63
31.6774,-13.8028,-38.3112,97,95,67
-3.8513,40.7011,-35.2410,114,118,119
-4.5449,4.0818,-30.5056,28,28,24
3.4016,38.4992,-37.4351,112,106,84
12.8727,-32.0667,-36.5038,105,100,82
3.4016,38.4992,-37.4351,112,106,84
20.3008,-18.0006,-37.3533,77,102,43
27.6350,34.1747,-37.1853,37,46,57
-25.3296,-7.8801,-28.3267,29,25,24
36.3466,37.1735,-39.0384,62,86,34
-30.1546,35.9141,-37.8658,225,223,221
-28.1456,-45.4800,-36.0674,96,114,58
-11.9428,32.8956,-37.8867,132,112,87
23.2529,-19.0216,-36.5197,71,98,50
3.0971,31.9784,-37.7096,149,158,171
-1.8731,-22.0811,-37.0025,171,161,122
24.2586,28.9739,-37.4833,71,85,44
10.9941,-19.3683,-37.2655,150,144,98
-2.7791,28.9210,-37.3164,164,172,192
-14.8063,22.5852,-36.9236,195,195,186
1.9825,29.1378,-37.1365,28,30,36
13.1359,28.9224,-38.1610,63,51,37
-3.5373,27.5623,-37.7545,42,47,26
-5.0594,-19.0620,-36.9360,125,130,66
21.8118,26.4879,-37.5277,43,52,54
-21.2645,-9.3857,-32.2011,118,141,41
10.4218,-19.5229,-37.1679,83,83,29
6.1601,25.9597,-37.5334,204,187,169
-27.8247,-11.2990,-34.2498,90,91,97
-14.2016,33.7906,-37.1647,15,17,6
21.5142,25.8868,-37.9960,65,59,47
-12.2323,-23.9188,-36.7933,109,133,85
18.1424,26.3115,-38.6813,168,163,167
-19.4402,13.1602,-37.7865,171,166,162
11.5733,44.3375,-37.7889,31,26,23
16.0042,19.5164,-38.5694,223,224,216
-19.7942,10.3007,-37.6496,73,72,78
24.2054,-21.3278,-36.3443,72,88,45
-19.1067,7.7047,-37.6764,156,152,146
-19.3702,6.1177,-37.2417,30,43,28
11.0919,-3.1505,-32.4174,28,28,25
-18.7161,5.8828,-37.4929,61,72,33
-29.5405,41.6231,-33.2717,123,139,154
-15.8915,-47.9133,-35.7964,174,171,164
-21.9006,1.7976,-35.7373,22,22,23
53.2129,18.6543,-37.1593,16,27,15
27.7361,-4.1300,-31.6817,187,196,206
5.9915,-22.7077,-36.1992,175,175,137
-18.1684,0.5922,-37.5286,212,205,197
-2.4466,-24.3788,-36.0812,171,149,107
25.8649,-4.8440,-33.2683,51,68,156
10.9526,25.7943,-38.5011,164,174,175
-18.7065,-1.0612,-37.2108,135,125,101
8.1397,19.6123,-38.3759,175,158,164
-18.7065,-1.0612,-37.2108,135,125,101
3.5477,-20.5680,-37.2668,100,108,49
19.6180,-3.9705,-35.4228,109,106,98
-23.7242,-13.0915,-37.1878,105,108,58
11.4449,-9.8021,-31.7791,36,54,56
-19.7035,-11.9357,-31.5766,84,116,23
11.5599,31.8145,-38.3695,171,166,159
-33.1762,-11.7970,-31.7260,178,188,198
4.6876,30.4944,-38.2511,174,175,167
-17.4922,-7.9287,-37.2601,195,182,174
-4.8595,-19.9399,-36.9424,129,128,63
-17.6046,-10.5115,-36.5437,83,92,48
-20.3538,-10.7844,-36.9293,42,43,35
29.7930,-13.1649,-36.7404,198,198,196
4.1384,-5.2365,-26.2298,203,173,176
-28.6411,41.3101,-34.3410,34,48,59
-17.8098,-10.9378,-37.1365,153,132,92
-31.5517,-50.0362,-35.0418,62,71,47
-29.3675,-13.4552,-34.8336,209,213,218
12.3096,-5.9197,-26.7264,134,146,161
-31.9821,-11.8972,-36.9791,209,210,216
-30.9836,-23.0394,-36.8240,22,25,27
-1.8384,-12.1585,-37.7878,226,223,214
-3.1547,-12.5923,-37.3505,212,204,196
9.3999,-16.2982,-37.3763,159,145,102
-3.5906,-5.4668,-26.0765,226,164,128
11.9351,-15.3572,-35.1213,24,37,9
-34.1833,-12.4446,-37.2185,145,140,133
-25.4935,-43.7488,-35.8505,88,114,62
-34.4612,-14.4453,-35.6700,40,60,26
-2.1652,-25.0222,-36.2023,102,95,53
24.3213,-60.3797,-37.9419,64,77,32
24.5468,-13.6984,-38.1029,186,186,177
-7.7829,11.0596,-38.0261,73,75,91
-5.6240,-6.0528,-26.1787,228,164,126
14.7576,-15.8968,-34.9604,92,110,39
0.7937,-25.8780,-36.0814,207,204,199
12.6094,-14.5067,-37.6086,38,43,23
11.5626,-31.9081,-36.5055,151,139,138
-28.1125,-11.1791,-34.8310,41,60,68
23.2823,-14.5108,-38.1110,131,126,72
-7.0528,12.4206,-38.1386,89,94,99
25.3901,32.0517,-36.2235,74,83,92
2.3927,-14.8480,-37.3768,130,126,64
-35.8195,2.2977,-26.3888,190,121,103
-30.7636,-15.1246,-37.0584,155,149,143
-12.7153,14.9007,-38.1964,197,200,199
5.1697,-24.2387,-36.0227,69,76,27
2.8994,-15.4688,-37.3280,127,122,64
9.6843,-32.8909,-36.3803,77,82,59
-17.8969,-11.7054,-37.1328,113,112,61
14.5688,-15.8590,-37.1933,23,26,10
38.0677,29.7453,-38.8482,0,0,0
-11.6756,19.6809,-38.1246,76,72,68
-4.7122,-24.4892,-35.9405,75,105,53
-9.2766,42.1619,-33.4302,109,121,130
-28.3034,39.4134,-37.8948,60,67,74
-14.2942,-53.4316,-36.2239,59,54,60
3.1931,-18.2078,-37.2938,124,126,61
-25.7754,-26.3997,-36.2879,21,30,20
6.4015,-19.1107,-37.2278,136,136,73
13.0865,-31.9947,-36.5000,152,146,143
12.3748,-19.2132,-37.2953,88,92,39
0.1512,-25.2332,-36.0265,184,176,157
14.0073,-19.3581,-37.0977,81,91,28
23.9017,-19.1137,-37.1124,81,94,41
6.7325,-19.7113,-37.2615,137,136,71
3.2521,-22.9899,-36.2942,94,118,49
3.3156,-19.8521,-37.1649,177,162,102
16.6991,-21.2675,-36.3215,97,106,52
9.1800,-22.3941,-36.1304,120,121,63
11.4556,-32.1982,-36.4803,152,152,143
-6.0651,-22.2829,-36.5844,68,61,38
0.4635,37.0198,-35.0171,113,121,123
21.1504,-22.7771,-36.4669,178,179,173
17.9379,36.2857,-35.4011,116,122,117
-3.8654,-22.4717,-37.0329,117,114,65
9.4882,32.3244,-38.5224,203,199,192
-2.5457,-23.8310,-36.0163,120,142,71
13.5426,31.2111,-38.9412,0,0,0
-5.7415,-24.8061,-35.9684,104,130,74
6.6394,16.9622,-37.7416,147,149,143
17.1199,37.0427,-37.8895,106,102,93
-16.2193,-24.6885,-36.6555,49,59,22
-4.9344,40.8682,-38.0567,110,105,98
-13.8290,-25.1616,-36.6382,125,117,71
-34.3129,-14.4080,-37.0133,21,24,12
-19.3221,-25.8386,-35.9249,35,33,28
-1.2552,4.4159,-28.4185,112,121,131
23.4646,26.2144,-37.0605,141,165,176
1.1053,-26.7716,-36.0539,215,212,215
-11.0530,41.6066,-36.3911,142,143,135
-17.3672,-26.6002,-36.1264,47,50,21
45.1326,9.0553,-38.6968,74,89,103
-39.6632,35.2564,-32.4586,134,134,161
-43.5245,35.2631,-33.0847,219,216,213
-0.4798,35.9727,-38.5925,197,190,182
8.5392,42.5412,-37.6796,87,95,96
-30.4182,-44.6253,-35.8254,61,73,27
-30.8058,35.9911,-34.7049,228,231,230
2.6428,27.7239,-38.0285,210,206,195
-27.7810,40.3623,-38.1728,189,184,173
-14.1335,19.5204,-37.5092,16,21,14
16.9639,38.4831,-38.5944,210,202,184
-2.8682,-25.5681,-36.0010,165,149,124
-18.6293,35.7211,-36.8952,55,41,37
-23.7972,-20.6635,-37.2044,169,166,161
1.1242,37.2138,-38.0835,136,148,146
9.9645,-32.9016,-36.1197,72,77,52
20.8249,30.1662,-35.7326,117,88,76
-31.3175,37.5120,-34.7718,84,82,94
12.0567,34.1211,-38.2313,179,186,183
-16.7597,-45.3724,-36.2412,186,183,174
7.9309,31.8075,-37.0895,106,113,127
27.3919,32.2063,-38.3937,212,227,229
-9.7048,-28.1929,-35.8900,212,212,210
9.4965,27.9678,-36.1940,209,205,196
-8.5161,-28.0797,-35.9180,212,215,214
-20.3730,30.8987,-37.8951,185,168,158
-35.7752,-1.7436,-25.1388,181,140,126
-12.4156,20.4097,-32.7131,102,119,85
-9.7023,17.2146,-38.1939,210,210,205
25.5300,27.8976,-37.9072,52,57,27
13.9944,-17.0358,-37.4973,134,132,81
5.4569,28.3678,-38.1029,203,200,183
-23.6165,-13.2720,-37.1532,196,199,195
5.4569,28.3678,-38.1029,203,200,183
-0.3556,-21.5708,-37.0472,115,109,45
23.6310,26.5119,-37.3662,30,34,37
41.2065,-8.2260,-37.8879,22,22,14
23.6310,26.5119,-37.3662,30,34,37
-16.4436,39.7480,-38.7938,49,45,44
20.2270,27.8287,-38.1496,16,35,17
23.0215,-47.7093,-37.2138,91,107,58
-35.8338,20.4854,-33.9339,189,185,181
16.7980,-20.1779,-36.3791,114,137,72
-1.4734,-24.1572,-36.1410,155,139,96
-1.5915,-1.6585,-25.3533,225,143,95
-4.5642,-21.8961,-36.8813,134,137,91
-18.5406,5.1225,-37.6982,116,125,95
3.6424,-36.1838,-36.3408,194,173,130
-23.0693,3.5258,-36.6280,12,13,10
-7.0482,-8.3307,-27.7128,101,96,108
18.9387,26.1601,-38.6968,200,197,192
-26.9219,-7.9644,-28.0267,103,104,125
21.2967,-17.3266,-35.9207,82,102,54
-28.7388,-8.2906,-27.9344,88,92,109
49.5522,32.3359,-39.5214,37,31,30
-32.8909,-8.4175,-28.0820,92,93,117
-0.5278,-7.0301,-26.0265,223,125,79
13.1438,-10.4108,-37.5241,122,120,68
-31.3735,18.8580,-34.5513,15,13,14
-19.4313,-0.8397,-36.9920,51,53,50
25.2066,-17.1828,-37.5347,83,84,33
44.1762,-3.6285,-34.3678,30,43,33
25.5739,-4.8010,-35.5925,99,97,92
23.5587,-16.2421,-37.6496,84,103,45
23.5192,-4.9515,-35.6131,90,90,89
27.2001,-12.8713,-36.8140,169,186,193
21.4277,-5.3490,-35.3689,88,89,85
21.1378,-17.4063,-35.8493,29,41,19
33.2037,-4.2259,-38.4160,185,184,173
-20.7834,-11.8023,-31.6895,85,114,19
-4.5275,12.1048,-38.0280,146,142,135
26.3108,32.1097,-38.0518,39,42,45
-18.6851,-11.3973,-32.5709,19,38,8
24.0273,-15.6143,-37.6751,77,93,48
4.0755,-11.5539,-37.4394,194,175,137
-12.6920,-0.1822,-37.6291,227,224,209
-12.2274,-24.6629,-36.8116,126,129,89
-1.0678,-11.8710,-35.1080,187,201,202
-19.4193,-11.2099,-31.6674,31,44,9
0.6539,-11.5631,-35.7981,34,44,53
25.2343,-14.4180,-37.8640,141,134,115
-1.3513,-12.8359,-37.4349,209,190,150
19.0225,30.8346,-35.2224,97,75,81
3.5038,-13.5507,-37.2718,39,48,21
-31.4568,-13.2612,-37.1142,99,98,53
-34.9785,-14.3284,-35.9162,33,46,31
-14.4159,5.6685,-37.8223,185,186,183
-14.1773,-21.6454,-37.0736,187,186,174
-29.7731,-14.7571,-37.0850,159,159,157
-28.2350,-14.1838,-37.0499,126,115,74
9.0670,-11.3341,-37.4285,130,133,78
-42.9615,-25.2296,-36.7287,39,45,45
-36.2425,-14.1330,-37.4842,54,49,37
25.6041,-16.3523,-37.3166,30,44,15
29.1254,-13.6666,-38.2555,35,42,32
14.0905,-14.8980,-37.5703,133,114,62
-11.1377,-2.0035,-36.3095,239,240,242
9.3665,-25.2262,-36.2132,196,188,187
8.8986,-15.1899,-37.4165,118,117,55
-14.2371,-22.2425,-37.0832,180,178,171
8.2105,-15.8001,-37.4231,117,122,58
-13.7200,-21.9380,-37.0592,186,182,173
16.4686,-17.0902,-37.2937,104,120,66
-24.4494,10.4799,-37.7986,25,29,17
1.1294,-16.9988,-37.2036,151,138,80
30.9566,-15.8330,-37.5167,17,21,15
2.2838,-12.8811,-37.3811,128,128,65
22.8052,-18.4429,-37.5958,87,109,44
14.2525,-15.7028,-37.2034,22,26,14
-8.1300,-18.7554,-37.0640,151,153,140
11.1772,1.1904,-32.7938,108,119,136
1.0176,-19.7978,-37.1009,173,168,119
6.2663,-36.4574,-36.9089,80,99,35
-0.6721,-20.1845,-37.1184,126,118,57
17.0402,-23.1667,-38.1005,226,230,227
-31.0046,-20.6962,-37.0627,92,98,95
9.9628,-22.7224,-36.2753,173,175,161
-6.5355,-21.7202,-35.9707,85,57,52
8.8115,-18.5986,-37.3465,163,147,96
10.1481,-22.5257,-36.2136,97,111,60
5.4894,-22.7206,-36.0803,100,118,56
17.4423,-17.0043,-37.1525,98,119,53
10.8450,0.6221,-32.9219,42,58,71
-25.0229,-22.2256,-37.1369,141,134,128
49.1335,39.8542,-39.2216,17,17,15
-27.1682,61.4052,-36.3993,59,81,35
-2.0076,46.0911,-31.4547,70,59,62
52.7729,25.1506,-38.4647,24,32,20
-23.9730,12.8119,-37.9047,66,73,81
-12.4738,-23.4197,-36.8349,175,165,130
-18.9750,8.4193,-37.8856,154,151,140
-20.1113,-23.8934,-36.7235,16,15,14
-30.2138,34.3534,-29.8590,108,109,121
2.7308,-38.7746,-36.7481,101,111,52
-12.7379,-23.9461,-36.7684,99,100,52
-28.2265,60.5222,-38.1382,34,33,10
-20.2256,-25.3072,-35.8580,53,70,40
-0.0453,37.7879,-35.5360,177,186,178
-9.0926,32.3239,-38.1670,174,180,185
-5.3883,-25.5616,-35.9758,134,128,93
-13.6535,-25.3934,-36.5840,160,136,109
16.0345,-8.1138,-37.6811,32,33,24
-13.9384,-26.3895,-35.4465,94,114,62
16.7666,-21.1064,-36.2211,148,135,93
-18.1419,-25.9299,-36.7537,159,146,113
-1.3028,-24.4306,-36.1148,146,125,75
-31.5830,35.6890,-31.6739,141,152,167
38.4201,29.8008,-38.7299,207,201,190
-41.7999,35.3262,-32.5159,87,55,81
14.5840,5.4041,-36.8239,45,58,72
12.4512,45.4873,-37.6852,27,28,30
-25.3429,47.4564,-38.3380,195,187,174
13.7627,-22.9370,-36.2993,138,130,107
-42.6647,35.2411,-33.1060,225,226,225
-14.3679,-20.8905,-37.0968,190,183,175
31.2383,51.3056,-41.7459,29,35,28
-14.6939,34.2419,-35.7217,157,152,135
12.3604,35.9830,-37.2771,44,38,30
-19.3006,13.2359,-38.0266,88,78,77
37.5648,38.1871,-39.7309,23,40,19
-30.9295,-8.3441,-28.1596,69,85,111
35.9970,31.4429,-39.0064,82,92,45
38.2117,-4.9012,-38.4507,90,87,29
-4.0897,28.6888,-37.8380,85,100,50
35.7119,-3.7173,-35.8587,102,98,87
39.8590,29.7069,-40.0145,167,164,164
1.5222,-39.4234,-36.8642,156,158,148
-16.3835,18.7699,-35.4393,124,144,104
-19.4209,-45.3219,-36.2104,192,180,172
-19.4394,10.4025,-37.8194,163,158,147
-18.3532,21.1328,-38.1104,194,196,195
-7.4152,-8.4694,-26.9051,217,152,117
23.4723,-19.2785,-35.9678,81,115,66
-8.4011,-7.7385,-28.0439,104,98,100
-12.4327,-0.9065,-37.5839,128,96,83
-10.3799,-8.1473,-28.0927,150,152,165
-13.7897,15.6541,-38.0636,228,222,212
-18.5725,2.1242,-37.4601,32,36,40
-18.2907,7.0509,-37.8332,168,170,157
26.7076,-4.7774,-33.3440,134,129,123
13.4857,-20.7959,-36.1678,61,84,40
-19.4538,-3.1443,-36.5390,11,12,16
-1.5749,-11.0231,-35.9331,22,26,17
23.7389,-4.6501,-36.7822,85,86,88
-18.7278,21.1782,-38.1532,208,209,205
-5.5945,-11.7172,-29.3135,76,48,43
7.9931,-21.2287,-36.1942,87,110,32
-2.1200,-11.9137,-35.1979,187,201,209
50.5844,30.2195,-38.0248,143,154,163
-3.0476,-12.0586,-35.0464,189,199,211
-22.2424,60.6401,-36.7852,21,37,16
-2.3935,-11.8588,-35.8474,51,70,91
-3.8004,-12.2646,-35.4433,33,41,37
-1.3302,-36.7594,-33.2557,69,68,73
-36.6451,-12.1859,-35.6801,84,97,118
-28.9450,-12.9400,-35.6003,138,141,141
-8.6152,9.7463,-37.9939,69,73,77
-29.8613,-13.2962,-35.2627,133,132,133
27.0841,-13.3639,-37.8561,29,20,15
8.4023,-17.7426,-37.2656,120,111,54
19.9978,-17.4713,-37.4991,153,145,125
17.5176,29.3833,-38.5969,203,196,168
0.9286,-17.2193,-37.5309,137,133,72
-11.1428,19.2909,-38.1119,127,126,129
3.7056,-18.4163,-37.0801,102,103,43
1.1327,-13.7842,-37.2538,105,113,43
-19.0507,-19.3054,-36.7721,81,50,42
-2.9935,26.8747,-37.9052,33,23,20
3.8471,-23.1302,-36.2378,193,187,150
29.7468,-14.9212,-37.3653,188,195,197
-10.8746,-22.8369,-36.5703,62,39,30
27.6903,-11.6842,-37.4114,51,50,50
-21.3340,-23.4719,-36.2652,74,75,80
-19.4382,-23.4569,-36.9089,172,160,152
7.5369,-19.7859,-37.2912,101,106,37
-16.5631,-24.4930,-36.0560,57,38,36
27.6335,-17.9014,-37.0635,45,60,19
-14.7987,-26.9828,-35.7124,71,81,45
-31.3466,34.3261,-37.0747,247,248,243
-18.4403,24.2744,-38.3122,165,179,182
-17.7571,-27.1892,-35.8009,121,132,72
49.8576,17.2141,-38.5416,28,34,41
-2.7364,-12.0498,-34.2846,71,80,65
12.6915,39.5600,-37.4158,65,96,116
20.9907,26.0080,-38.7646,189,181,171
-14.3609,23.6779,-38.1517,171,177,173
13.4469,34.9872,-37.5524,56,70,89
-32.1456,-8.8781,-26.7541,198,113,74
13.9098,29.6732,-37.4128,56,79,84
-19.7009,12.8453,-37.7749,83,92,105
10.8529,-0.5792,-35.0475,111,121,124
-16.2978,18.6245,-34.5229,195,184,175
43.7839,3.4045,-38.1301,110,122,118
1.3250,17.2609,-38.1966,50,50,39
32.9579,-3.8311,-38.1318,65,61,80
-13.9147,34.5042,-36.9053,36,44,51
19.8349,-5.6959,-37.1235,237,240,240
11.0012,-9.6986,-34.1821,143,152,162
-11.4261,-27.3586,-35.8921,195,191,180
-18.5861,-11.8571,-32.7772,24,49,0
-10.0647,22.4609,-38.2449,187,191,192
-5.5783,-12.6953,-37.2365,211,208,200
35.1183,-10.5128,-37.0820,36,48,60
25.8333,-13.4293,-38.6796,192,188,177
51.8501,34.7566,-37.8454,14,28,9
10.3622,-14.7952,-37.4566,122,111,53
6.4136,-17.6405,-37.3855,168,152,103
4.1699,24.4644,-37.1372,98,101,134
-28.9071,-21.8177,-37.1028,155,157,135
-6.4620,-20.7215,-37.0678,175,142,104
-36.5144,-23.9832,-36.5698,39,46,51
-2.2911,-21.2800,-37.0535,123,114,49
-19.6886,-23.4553,-36.6306,13,13,12
-3.7867,-24.3689,-36.1873,188,178,133
48.8061,17.6623,-37.5740,31,37,46
26.3635,-18.1643,-35.1427,26,32,5
42.4937,33.5987,-39.5177,51,23,24
-1.9045,-25.4333,-36.0966,136,134,111
-12.0264,24.7538,-38.3203,168,165,161
-12.8969,-27.1426,-35.9112,100,102,62
20.2400,-17.5489,-36.1984,47,48,25
-6.9203,41.7584,-37.6362,199,80,63
-41.8801,32.0151,-36.7331,209,211,204
